category,subcategory,year,nwoundus,nkilledter,nwoundedter,nattacks
Country,Argentina,1999,0,0,0,1
Country,Argentina,2001,0,0,0,2
Country,Argentina,2003,0,0,0,1
Country,Argentina,2005,0,0,0,3
Country,Argentina,2009,0,0,0,1
Country,Argentina,2010,0,0,0,5
Country,Argentina,2011,0,0,0,1
Country,Argentina,2012,0,0,0,2
Country,Argentina,2013,0,0,0,2
Country,Argentina,2014,0,0,0,1
Country,Argentina,2015,0,0,0,1
Country,Argentina,2016,0,0,0,2
Country,Argentina,2017,0,0,0,3
Country,Armenia,1991,0,0,0,1
Country,Armenia,1992,0,0,0,2
Country,Armenia,1994,0,0,0,4
Country,Armenia,1995,0,0,0,1
Country,Armenia,1996,0,0,0,1
Country,Armenia,1998,0,0,0,2
Country,Armenia,1999,0,0,0,2
Country,Armenia,2000,0,0,0,2
Country,Armenia,2001,0,0,0,2
Country,Armenia,2007,0,0,0,1
Country,Armenia,2009,0,0,0,1
Country,Armenia,2013,0,0,0,1
Country,Armenia,2015,0,0,0,2
Country,Armenia,2016,0,3,0,2
Country,Australia,1970,0,0,0,1
Country,Australia,1971,0,0,0,1
Country,Australia,1972,0,0,0,8
Country,Australia,1974,0,0,0,1
Country,Australia,1978,0,0,0,2
Country,Australia,1979,0,0,0,2
Country,Australia,1980,0,0,0,6
Country,Australia,1981,0,0,0,1
Country,Australia,1982,0,0,0,2
Country,Australia,1986,0,1,0,2
Country,Australia,1988,0,0,0,3
Country,Australia,1989,0,0,0,2
Country,Australia,1991,0,0,0,4
Country,Australia,1992,0,0,0,4
Country,Australia,1994,0,0,0,9
Country,Australia,1995,0,0,0,5
Country,Australia,1996,0,0,0,5
Country,Australia,1997,0,0,0,4
Country,Australia,1998,0,0,0,6
Country,Australia,2000,0,0,0,1
Country,Australia,2001,0,0,0,2
Country,Australia,2006,0,0,0,2
Country,Australia,2008,0,0,0,3
Country,Australia,2009,0,0,0,1
Country,Australia,2010,0,0,0,1
Country,Australia,2013,0,0,0,1
Country,Australia,2014,0,2,0,8
Country,Australia,2015,0,1,0,14
Country,Australia,2016,0,0,0,9
Country,Australia,2017,0,1,1,4
Country,Austria,1972,0,0,0,7
Country,Austria,1973,0,0,0,2
Country,Austria,1974,0,0,0,1
Country,Austria,1975,0,0,0,2
Country,Austria,1976,0,0,0,4
Country,Austria,1977,0,0,0,5
Country,Austria,1978,0,0,0,1
Country,Austria,1979,0,0,0,5
Country,Austria,1980,0,0,0,2
Country,Austria,1981,0,0,0,3
Country,Austria,1982,0,0,0,11
Country,Austria,1984,0,0,0,4
Country,Austria,1985,0,1,2,4
Country,Austria,1986,0,0,0,4
Country,Austria,1987,0,0,0,4
Country,Austria,1988,0,0,0,1
Country,Austria,1989,0,0,0,2
Country,Austria,1990,0,0,0,1
Country,Austria,1991,0,0,0,3
Country,Austria,1992,0,0,0,8
Country,Austria,1994,0,0,0,5
Country,Austria,1995,0,0,0,12
Country,Austria,1996,0,0,0,4
Country,Austria,1997,0,0,0,1
Country,Austria,1998,0,0,0,1
Country,Austria,2006,0,0,0,1
Country,Austria,2007,0,0,0,1
Country,Austria,2008,0,0,0,7
Country,Austria,2009,0,0,0,3
Country,Austria,2011,0,0,0,1
Country,Austria,2013,0,0,0,1
Country,Austria,2016,0,0,0,3
Country,Austria,2017,0,0,0,1
Country,Azerbaijan,1991,0,0,0,3
Country,Azerbaijan,1992,0,0,0,12
Country,Azerbaijan,1994,0,0,0,11
Country,Azerbaijan,1995,0,0,0,2
Country,Azerbaijan,1996,0,0,0,2
Country,Azerbaijan,1997,0,0,0,1
Country,Azerbaijan,2000,0,0,0,1
Country,Azerbaijan,2001,0,1,0,4
Country,Azerbaijan,2002,0,0,0,1
Country,Azerbaijan,2007,0,0,0,1
Country,Azerbaijan,2008,0,0,0,2
Country,Azerbaijan,2009,0,0,0,2
Country,Azerbaijan,2014,0,0,0,3
Country,Azerbaijan,2016,0,1,0,2
Country,Azerbaijan,2017,0,0,0,2
Country,Bahamas,1976,0,0,0,1
Country,Bahamas,1981,0,0,0,1
Country,Bahamas,1997,0,0,0,2
Country,Bahamas,2013,0,0,0,1
Country,Bahrain,1979,0,0,0,1
Country,Bahrain,1980,0,0,0,1
Country,Bahrain,1991,0,0,0,1
Country,Bahrain,1994,0,0,0,1
Country,Bahrain,1995,0,0,0,8
Country,Bahrain,1996,0,0,0,16
Country,Bahrain,1997,0,0,0,11
Country,Bahrain,2003,0,0,0,1
Country,Bahrain,2006,0,0,0,1
Country,Bahrain,2008,0,0,0,1
Country,Bahrain,2010,0,0,0,2
Country,Bahrain,2011,0,0,0,1
Country,Bahrain,2012,0,0,0,26
Country,Bahrain,2013,0,1,0,52
Country,Bahrain,2014,0,2,1,42
Country,Bahrain,2015,0,1,0,18
Country,Bahrain,2016,0,0,0,3
Country,Bahrain,2017,0,1,0,21
Country,Bangladesh,1977,0,0,0,1
Country,Bangladesh,1979,0,0,0,1
Country,Bangladesh,1980,0,0,0,1
Country,Bangladesh,1981,0,0,2,1
Country,Bangladesh,1982,0,0,0,1
Country,Bangladesh,1984,0,0,0,1
Country,Bangladesh,1985,0,0,0,1
Country,Bangladesh,1986,0,0,0,11
Country,Bangladesh,1987,0,0,0,6
Country,Bangladesh,1988,0,0,0,36
Country,Bangladesh,1989,0,0,0,36
Country,Bangladesh,1990,0,0,0,22
Country,Bangladesh,1991,0,1,0,42
Country,Bangladesh,1992,0,1,0,76
Country,Bangladesh,1994,0,0,0,68
Country,Bangladesh,1995,0,0,0,74
Country,Bangladesh,1996,0,0,0,161
Country,Bangladesh,1997,0,0,0,17
Country,Bangladesh,1998,0,0,0,2
Country,Bangladesh,1999,0,0,0,11
Country,Bangladesh,2000,1,0,0,23
Country,Bangladesh,2001,0,6,2,15
Country,Bangladesh,2002,0,0,0,5
Country,Bangladesh,2003,0,0,0,4
Country,Bangladesh,2004,0,0,0,11
Country,Bangladesh,2005,0,7,3,23
Country,Bangladesh,2006,0,11,0,23
Country,Bangladesh,2007,0,0,0,9
Country,Bangladesh,2008,0,6,2,19
Country,Bangladesh,2009,0,12,2,27
Country,Bangladesh,2010,0,6,1,22
Country,Bangladesh,2011,0,6,0,13
Country,Bangladesh,2012,0,0,0,18
Country,Bangladesh,2013,0,0,3,139
Country,Bangladesh,2014,0,2,1,130
Country,Bangladesh,2015,0,13,28,469
Country,Bangladesh,2016,0,17,1,88
Country,Bangladesh,2017,0,5,1,41
Country,Barbados,1976,0,0,0,2
Country,Barbados,1992,0,0,0,1
Country,Belarus,1994,0,0,0,1
Country,Belarus,1997,0,0,0,2
Country,Belarus,1999,0,0,0,1
Country,Belarus,2001,0,0,0,1
Country,Belarus,2006,0,0,0,1
Country,Belarus,2008,0,0,0,1
Country,Belarus,2010,0,0,0,2
Country,Belarus,2011,0,0,0,1
Country,Belarus,2012,0,0,0,3
Country,Belgium,1970,0,0,0,1
Country,Belgium,1972,0,0,0,4
Country,Belgium,1973,0,0,0,1
Country,Belgium,1974,0,0,0,5
Country,Belgium,1976,0,0,0,1
Country,Belgium,1977,0,0,0,1
Country,Belgium,1978,0,0,0,8
Country,Belgium,1979,0,0,0,8
Country,Belgium,1980,0,0,0,8
Country,Belgium,1981,0,0,0,6
Country,Belgium,1982,0,0,0,1
Country,Belgium,1983,0,0,0,8
Country,Belgium,1984,0,0,0,10
Country,Belgium,1985,3,0,0,21
Country,Belgium,1986,0,0,0,3
Country,Belgium,1987,0,0,0,1
Country,Belgium,1988,0,0,0,5
Country,Belgium,1989,0,0,0,7
Country,Belgium,1990,0,0,0,2
Country,Belgium,1991,0,0,0,6
Country,Belgium,1992,0,0,0,9
Country,Belgium,1994,0,0,0,5
Country,Belgium,1995,0,0,0,1
Country,Belgium,1997,0,0,0,2
Country,Belgium,1998,0,0,0,3
Country,Belgium,1999,0,0,0,2
Country,Belgium,2002,0,0,0,3
Country,Belgium,2003,0,0,0,8
Country,Belgium,2007,0,0,0,1
Country,Belgium,2009,0,0,0,1
Country,Belgium,2012,0,0,0,1
Country,Belgium,2014,0,0,0,2
Country,Belgium,2016,8,4,1,6
Country,Belgium,2017,0,2,0,3
Country,Belize,1980,0,0,0,1
Country,Belize,1991,0,0,0,3
Country,Belize,1992,0,1,0,2
Country,Belize,2000,0,0,0,1
Country,Belize,2013,0,0,0,1
Country,Benin,1992,0,0,0,1
Country,Benin,1994,0,0,0,3
Country,Benin,1995,0,0,0,1
Country,Benin,1996,0,0,0,2
Country,Benin,2007,0,0,0,1
Country,Bhutan,2006,0,0,0,1
Country,Bhutan,2008,0,0,0,3
Country,Bhutan,2011,0,0,0,1
Country,Bhutan,2014,0,0,0,1
Country,Bolivia,1970,0,0,0,1
Country,Bolivia,1971,0,0,0,2
Country,Bolivia,1974,0,0,0,1
Country,Bolivia,1976,0,0,0,1
Country,Bolivia,1977,0,0,0,1
Country,Bolivia,1978,0,0,0,3
Country,Bolivia,1979,0,0,0,14
Country,Bolivia,1980,0,0,0,35
Country,Bolivia,1981,0,0,0,5
Country,Bolivia,1982,0,0,0,27
Country,Bolivia,1983,0,0,0,27
Country,Bolivia,1984,0,0,0,14
Country,Bolivia,1985,0,0,0,13
Country,Bolivia,1986,0,0,0,4
Country,Bolivia,1987,0,0,0,14
Country,Bolivia,1988,0,0,0,11
Country,Bolivia,1989,0,0,0,40
Country,Bolivia,1990,0,0,0,11
Country,Bolivia,1991,0,0,0,28
Country,Bolivia,1992,0,0,0,38
Country,Bolivia,1994,0,0,0,8
Country,Bolivia,1995,0,0,0,2
Country,Bolivia,1996,0,0,0,1
Country,Bolivia,1997,0,0,0,4
Country,Bolivia,2003,0,0,0,1
Country,Bolivia,2005,0,0,0,1
Country,Bolivia,2007,0,0,0,3
Country,Bolivia,2009,0,0,0,3
Country,Bolivia,2012,0,0,0,1
Country,Bosnia-Herzegovina,1992,0,0,0,22
Country,Bosnia-Herzegovina,1994,1,0,0,9
Country,Bosnia-Herzegovina,1995,0,0,0,6
Country,Bosnia-Herzegovina,1996,0,0,0,33
Country,Bosnia-Herzegovina,1997,4,0,0,42
Country,Bosnia-Herzegovina,1998,0,0,0,9
Country,Bosnia-Herzegovina,1999,0,0,0,5
Country,Bosnia-Herzegovina,2000,0,0,0,6
Country,Bosnia-Herzegovina,2001,0,0,0,2
Country,Bosnia-Herzegovina,2002,0,0,0,3
Country,Bosnia-Herzegovina,2003,0,0,0,1
Country,Bosnia-Herzegovina,2005,0,0,0,1
Country,Bosnia-Herzegovina,2006,0,0,0,1
Country,Bosnia-Herzegovina,2007,0,0,0,2
Country,Bosnia-Herzegovina,2008,0,0,0,4
Country,Bosnia-Herzegovina,2009,0,0,0,1
Country,Bosnia-Herzegovina,2010,0,0,0,1
Country,Bosnia-Herzegovina,2011,0,0,1,1
Country,Bosnia-Herzegovina,2013,0,0,0,1
Country,Bosnia-Herzegovina,2014,0,0,0,3
Country,Bosnia-Herzegovina,2015,0,1,0,6
Country,Botswana,1974,0,0,0,1
Country,Botswana,1985,0,0,0,1
Country,Botswana,1987,0,0,0,1
Country,Botswana,1988,0,0,0,3
Country,Botswana,1989,0,0,0,2
Country,Botswana,1990,0,0,0,1
Country,Botswana,1995,0,0,0,1
Country,Brazil,1970,0,0,0,6
Country,Brazil,1971,0,0,0,3
Country,Brazil,1972,0,0,0,3
Country,Brazil,1973,0,0,0,2
Country,Brazil,1976,0,0,0,5
Country,Brazil,1977,0,0,0,1
Country,Brazil,1978,0,0,0,5
Country,Brazil,1979,0,0,0,6
Country,Brazil,1980,0,0,0,19
Country,Brazil,1981,0,0,0,11
Country,Brazil,1982,0,0,0,4
Country,Brazil,1983,0,0,0,8
Country,Brazil,1984,0,0,0,5
Country,Brazil,1985,0,0,0,1
Country,Brazil,1986,0,0,0,3
Country,Brazil,1987,0,0,0,1
Country,Brazil,1988,0,0,0,2
Country,Brazil,1989,0,0,0,5
Country,Brazil,1990,0,0,0,7
Country,Brazil,1991,0,0,0,24
Country,Brazil,1992,0,0,0,24
Country,Brazil,1994,0,0,0,19
Country,Brazil,1995,0,0,0,23
Country,Brazil,1996,0,0,0,18
Country,Brazil,1997,0,0,0,39
Country,Brazil,1998,0,0,0,2
Country,Brazil,1999,0,0,0,1
Country,Brazil,2000,0,0,0,2
Country,Brazil,2001,0,0,0,3
Country,Brazil,2002,0,0,0,1
Country,Brazil,2003,0,0,0,1
Country,Brazil,2006,0,0,0,3
Country,Brazil,2012,0,0,0,1
Country,Brazil,2013,0,0,0,3
Country,Brazil,2014,0,0,0,3
Country,Brazil,2015,0,0,0,5
Country,Brazil,2016,0,0,0,2
Country,Brazil,2017,0,0,0,2
Country,Brunei,1972,0,0,0,5
Country,Brunei,1992,0,0,0,1
Country,Bulgaria,1982,0,0,0,2
Country,Bulgaria,1984,0,0,0,1
Country,Bulgaria,1990,0,0,0,5
Country,Bulgaria,1991,0,0,0,3
Country,Bulgaria,1992,0,0,0,2
Country,Bulgaria,1994,0,0,0,2
Country,Bulgaria,1995,0,0,0,2
Country,Bulgaria,1996,0,0,0,12
Country,Bulgaria,1997,0,0,0,3
Country,Bulgaria,1998,0,0,0,2
Country,Bulgaria,1999,0,0,0,1
Country,Bulgaria,2000,0,0,0,2
Country,Bulgaria,2001,0,0,0,1
Country,Bulgaria,2002,0,0,0,1
Country,Bulgaria,2008,0,0,0,2
Country,Bulgaria,2011,0,0,0,2
Country,Bulgaria,2012,0,1,0,2
Country,Bulgaria,2013,0,0,0,3
Country,Bulgaria,2014,0,0,0,1
Country,Bulgaria,2015,0,0,0,2
Country,Bulgaria,2016,0,0,0,1
Country,Burkina Faso,1984,0,0,0,1
Country,Burkina Faso,1991,0,0,0,2
Country,Burkina Faso,2013,0,1,0,1
Country,Burkina Faso,2015,0,1,0,6
Country,Burkina Faso,2016,0,11,0,10
Country,Burkina Faso,2017,0,6,0,32
Country,Burundi,1991,0,0,0,7
Country,Burundi,1992,0,0,0,2
Country,Burundi,1994,0,0,0,16
Country,Burundi,1995,1,0,0,83
Country,Burundi,1996,0,6,0,35
Country,Burundi,1997,0,1,0,79
Country,Burundi,1998,0,181,0,13
Country,Burundi,1999,0,21,0,13
Country,Burundi,2000,0,22,0,17
Country,Burundi,2001,0,3,0,37
Country,Burundi,2002,0,0,0,18
Country,Burundi,2003,0,57,0,18
Country,Burundi,2004,0,1,0,1
Country,Burundi,2005,0,0,0,5
Country,Burundi,2006,0,1,0,5
Country,Burundi,2007,0,0,0,3
Country,Burundi,2008,0,20,0,7
Country,Burundi,2010,0,0,0,29
Country,Burundi,2011,0,2,0,8
Country,Burundi,2012,0,1,0,4
Country,Burundi,2013,0,0,0,2
Country,Burundi,2014,0,1,0,5
Country,Burundi,2015,0,108,3,102
Country,Burundi,2016,0,2,0,83
Country,Burundi,2017,0,0,0,21
Country,Cambodia,1971,0,0,0,2
Country,Cambodia,1972,0,0,0,2
Country,Cambodia,1978,0,0,0,1
Country,Cambodia,1989,0,0,0,2
Country,Cambodia,1990,0,0,0,2
Country,Cambodia,1991,0,0,0,3
Country,Cambodia,1992,0,0,0,67
Country,Cambodia,1994,0,0,0,39
Country,Cambodia,1995,1,0,0,56
Country,Cambodia,1996,0,0,0,33
Country,Cambodia,1997,0,0,0,18
Country,Cambodia,1998,0,1,0,7
Country,Cambodia,1999,0,0,0,8
Country,Cambodia,2000,0,0,0,4
Country,Cambodia,2001,0,0,0,7
Country,Cambodia,2002,0,0,0,3
Country,Cambodia,2003,0,0,0,1
Country,Cambodia,2008,0,0,0,2
Country,Cambodia,2013,0,0,0,2
Country,Cameroon,1991,0,0,0,4
Country,Cameroon,1992,0,0,0,6
Country,Cameroon,1994,0,0,0,6
Country,Cameroon,1995,0,0,0,2
Country,Cameroon,1998,0,0,0,1
Country,Cameroon,2007,0,10,0,1
Country,Cameroon,2008,0,0,0,1
Country,Cameroon,2009,0,0,0,1
Country,Cameroon,2010,0,1,0,3
Country,Cameroon,2011,0,0,0,3
Country,Cameroon,2013,0,5,0,3
Country,Cameroon,2014,0,579,0,68
Country,Cameroon,2015,0,507,0,83
Country,Cameroon,2016,0,91,0,56
Country,Cameroon,2017,0,64,0,94
Country,Canada,1970,0,0,0,2
Country,Canada,1972,0,0,0,4
Country,Canada,1974,0,0,0,1
Country,Canada,1980,0,0,0,3
Country,Canada,1982,0,0,0,5
Country,Canada,1983,0,0,0,1
Country,Canada,1985,0,0,0,3
Country,Canada,1986,0,0,0,2
Country,Canada,1989,0,1,0,1
Country,Canada,1992,0,0,0,3
Country,Canada,1994,0,0,0,4
Country,Canada,1995,0,0,0,5
Country,Canada,1996,0,0,0,1
Country,Canada,1997,0,0,0,2
Country,Canada,1998,0,0,0,4
Country,Canada,1999,0,0,0,2
Country,Canada,2000,0,0,0,5
Country,Canada,2004,0,0,0,2
Country,Canada,2006,0,0,0,2
Country,Canada,2008,0,0,0,5
Country,Canada,2009,0,0,0,4
Country,Canada,2010,0,0,0,2
Country,Canada,2012,0,0,0,3
Country,Canada,2013,0,0,0,4
Country,Canada,2014,0,2,0,3
Country,Canada,2015,0,0,0,5
Country,Canada,2016,0,1,0,6
Country,Canada,2017,0,0,0,12
Country,Central African Republic,1981,0,0,0,1
Country,Central African Republic,1986,0,0,0,1
Country,Central African Republic,1991,1,0,0,4
Country,Central African Republic,1992,0,0,0,1
Country,Central African Republic,1994,0,0,0,1
Country,Central African Republic,1996,0,0,0,1
Country,Central African Republic,2000,0,0,0,1
Country,Central African Republic,2001,0,0,0,1
Country,Central African Republic,2006,0,0,0,1
Country,Central African Republic,2007,0,0,0,1
Country,Central African Republic,2008,0,0,0,2
Country,Central African Republic,2009,0,5,4,5
Country,Central African Republic,2010,0,12,0,13
Country,Central African Republic,2011,0,5,15,3
Country,Central African Republic,2012,0,0,0,4
Country,Central African Republic,2013,0,4,6,20
Country,Central African Republic,2014,0,102,4,94
Country,Central African Republic,2015,0,8,3,48
Country,Central African Republic,2016,0,12,0,38
Country,Central African Republic,2017,0,16,7,43
Country,Chad,1974,0,0,0,1
Country,Chad,1984,0,0,0,1
Country,Chad,1985,0,0,0,1
Country,Chad,1986,0,0,0,1
Country,Chad,1991,0,0,0,2
Country,Chad,1992,0,0,0,4
Country,Chad,1994,0,0,0,1
Country,Chad,1995,0,0,0,3
Country,Chad,1996,0,0,0,1
Country,Chad,1997,0,0,0,1
Country,Chad,1998,0,0,0,1
Country,Chad,1999,0,0,0,1
Country,Chad,2002,0,18,0,4
Country,Chad,2006,0,0,0,11
Country,Chad,2007,0,0,0,7
Country,Chad,2008,0,0,0,8
Country,Chad,2009,0,0,0,3
Country,Chad,2010,0,0,0,1
Country,Chad,2014,0,0,0,1
Country,Chad,2015,0,119,6,27
Country,Chad,2016,0,10,0,5
Country,Chad,2017,0,40,0,6
Country,Chile,1973,0,0,0,7
Country,Chile,1976,0,0,0,2
Country,Chile,1977,0,0,0,6
Country,Chile,1978,0,0,0,8
Country,Chile,1979,0,0,0,49
Country,Chile,1980,0,0,0,41
Country,Chile,1981,0,0,1,34
Country,Chile,1982,0,1,1,21
Country,Chile,1983,0,0,1,106
Country,Chile,1984,0,3,1,563
Country,Chile,1985,0,1,1,232
Country,Chile,1986,0,1,2,243
Country,Chile,1987,0,0,0,173
Country,Chile,1988,0,1,0,185
Country,Chile,1989,0,0,0,146
Country,Chile,1990,5,0,0,161
Country,Chile,1991,0,0,0,127
Country,Chile,1992,0,0,0,116
Country,Chile,1994,0,0,0,15
Country,Chile,1995,0,0,0,17
Country,Chile,1996,0,1,0,8
Country,Chile,1997,0,0,0,6
Country,Chile,1998,0,0,0,1
Country,Chile,1999,0,0,0,3
Country,Chile,2000,0,0,0,2
Country,Chile,2001,0,0,0,3
Country,Chile,2002,0,0,0,1
Country,Chile,2003,0,0,0,2
Country,Chile,2006,0,0,0,1
Country,Chile,2007,0,0,0,8
Country,Chile,2008,0,0,0,4
Country,Chile,2009,0,0,0,8
Country,Chile,2010,0,0,0,5
Country,Chile,2011,0,0,1,6
Country,Chile,2012,0,0,0,2
Country,Chile,2013,0,0,0,5
Country,Chile,2014,0,0,0,17
Country,Chile,2015,0,0,0,1
Country,Chile,2016,0,1,0,18
Country,Chile,2017,0,0,0,12
Country,China,1989,0,0,0,3
Country,China,1990,0,0,0,1
Country,China,1991,0,0,0,1
Country,China,1992,0,0,0,5
Country,China,1994,0,0,0,13
Country,China,1995,0,0,0,8
Country,China,1996,0,1,0,62
Country,China,1997,0,0,0,18
Country,China,1998,0,0,0,2
Country,China,1999,0,0,0,2
Country,China,2000,0,1,0,4
Country,China,2001,0,1,0,12
Country,China,2002,0,1,0,2
Country,China,2003,0,0,0,3
Country,China,2004,0,1,0,2
Country,China,2005,0,0,0,1
Country,China,2008,1,4,2,20
Country,China,2009,0,1,0,7
Country,China,2010,0,0,0,1
Country,China,2011,0,6,0,4
Country,China,2012,0,9,0,4
Country,China,2013,0,22,5,12
Country,China,2014,0,160,2,37
Country,China,2015,0,38,2,17
Country,China,2016,0,3,3,5
Country,China,2017,0,4,0,6
Country,Colombia,1970,0,0,0,1
Country,Colombia,1972,0,0,0,2
Country,Colombia,1973,0,0,0,6
Country,Colombia,1975,0,0,0,10
Country,Colombia,1976,0,0,0,22
Country,Colombia,1977,0,0,0,80
Country,Colombia,1978,0,1,0,158
Country,Colombia,1979,0,23,3,140
Country,Colombia,1980,0,3,3,141
Country,Colombia,1981,0,11,0,172
Country,Colombia,1982,0,16,1,222
Country,Colombia,1983,1,16,1,234
Country,Colombia,1984,0,11,10,237
Country,Colombia,1985,0,56,0,382
Country,Colombia,1986,0,11,2,307
Country,Colombia,1987,0,8,0,337
Country,Colombia,1988,0,1,0,427
Country,Colombia,1989,3,14,0,492
Country,Colombia,1990,1,1,0,349
Country,Colombia,1991,0,3,0,420
Country,Colombia,1992,0,0,0,523
Country,Colombia,1994,0,21,0,201
Country,Colombia,1995,0,35,0,123
Country,Colombia,1996,0,22,0,409
Country,Colombia,1997,0,2,0,598
Country,Colombia,1998,1,7,0,94
Country,Colombia,1999,0,79,0,116
Country,Colombia,2000,0,73,0,137
Country,Colombia,2001,0,8,1,207
Country,Colombia,2002,0,22,0,150
Country,Colombia,2003,0,5,1,98
Country,Colombia,2004,0,2,0,37
Country,Colombia,2005,0,16,0,42
Country,Colombia,2006,0,0,5,43
Country,Colombia,2007,0,0,0,30
Country,Colombia,2008,0,11,1,133
Country,Colombia,2009,0,0,0,139
Country,Colombia,2010,0,0,0,136
Country,Colombia,2011,0,3,1,94
Country,Colombia,2012,0,8,8,115
Country,Colombia,2013,0,6,5,149
Country,Colombia,2014,0,16,0,231
Country,Colombia,2015,0,11,0,136
Country,Colombia,2016,0,3,4,109
Country,Colombia,2017,0,0,1,117
Country,Comoros,1992,0,0,0,1
Country,Comoros,1994,0,0,0,1
Country,Comoros,1997,0,0,0,3
Country,Costa Rica,1971,0,0,0,1
Country,Costa Rica,1976,0,0,0,12
Country,Costa Rica,1977,0,0,0,5
Country,Costa Rica,1978,0,0,0,2
Country,Costa Rica,1979,0,0,0,2
Country,Costa Rica,1980,0,0,1,3
Country,Costa Rica,1981,3,0,0,10
Country,Costa Rica,1982,0,4,1,6
Country,Costa Rica,1983,0,0,0,3
Country,Costa Rica,1984,0,0,0,2
Country,Costa Rica,1985,0,0,0,5
Country,Costa Rica,1986,0,0,0,1
Country,Costa Rica,1987,0,0,0,3
Country,Costa Rica,1988,2,0,0,2
Country,Costa Rica,1989,0,0,0,1
Country,Costa Rica,1990,0,0,0,1
Country,Costa Rica,1991,0,0,0,2
Country,Costa Rica,1992,0,0,0,2
Country,Costa Rica,1994,0,0,0,1
Country,Costa Rica,1996,0,0,0,1
Country,Costa Rica,1997,0,0,0,1
Country,Costa Rica,2001,0,0,0,1
Country,Croatia,1991,0,0,0,26
Country,Croatia,1992,0,0,0,4
Country,Croatia,1994,0,0,0,4
Country,Croatia,1995,0,0,0,1
Country,Croatia,1996,0,0,0,3
Country,Croatia,1997,0,0,0,8
Country,Croatia,2000,0,0,0,2
Country,Croatia,2001,0,0,0,3
Country,Croatia,2005,0,0,0,1
Country,Croatia,2008,0,0,0,2
Country,Croatia,2009,0,0,0,1
Country,Croatia,2013,0,0,1,2
Country,Cuba,1991,0,0,0,1
Country,Cuba,1992,0,0,0,4
Country,Cuba,1994,0,0,0,9
Country,Cuba,1996,0,0,0,1
Country,Cuba,1997,0,0,0,14
Country,Cuba,2007,0,0,0,1
Country,Cyprus,1973,0,1,0,3
Country,Cyprus,1975,0,0,0,2
Country,Cyprus,1977,0,0,0,1
Country,Cyprus,1978,0,0,0,2
Country,Cyprus,1979,0,0,0,5
Country,Cyprus,1980,0,3,0,1
Country,Cyprus,1981,0,0,0,3
Country,Cyprus,1982,0,0,0,1
Country,Cyprus,1983,0,0,0,2
Country,Cyprus,1984,0,3,0,7
Country,Cyprus,1985,0,0,0,7
Country,Cyprus,1986,0,0,0,3
Country,Cyprus,1987,0,0,0,10
Country,Cyprus,1988,0,0,0,5
Country,Cyprus,1989,0,0,0,6
Country,Cyprus,1990,0,0,0,11
Country,Cyprus,1991,0,0,0,11
Country,Cyprus,1992,0,0,0,6
Country,Cyprus,1994,0,0,0,6
Country,Cyprus,1995,0,0,0,3
Country,Cyprus,1996,0,0,0,10
Country,Cyprus,1998,0,0,0,1
